,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1076,"(6, 4)","(10, 1)","(12, 1)",,,,,,,,,,,,,,,,,,
1077,"(10, 1)","(34, 1)",,,,,,,,,,,,,,,,,,,
1078,"(10, 1)",,,,,,,,,,,,,,,,,,,,
1079,"(4, 1)","(6, 3)","(10, 2)","(12, 2)","(13, 1)",,,,,,,,,,,,,,,,
1080,"(7, 1)","(15, 1)",,,,,,,,,,,,,,,,,,,
1081,"(4, 2)","(6, 4)","(7, 2)","(10, 4)","(12, 1)","(13, 1)","(15, 1)","(40, 1)",,,,,,,,,,,,,
1082,"(3, 1)","(6, 1)","(7, 11)","(10, 15)","(13, 1)","(14, 7)","(15, 1)","(17, 7)","(20, 9)",,,,,,,,,,,,
1083,"(6, 4)","(10, 1)","(39, 1)",,,,,,,,,,,,,,,,,,
1084,"(20, 1)","(28, 1)","(30, 1)",,,,,,,,,,,,,,,,,,
1085,"(0, 2)","(4, 1)","(6, 5)","(10, 2)","(12, 1)",,,,,,,,,,,,,,,,
1086,"(0, 3)","(1, 2)","(10, 2)","(12, 14)","(14, 1)","(17, 1)","(31, 1)","(36, 1)","(37, 2)","(48, 1)",,,,,,,,,,,
1087,"(14, 1)","(20, 1)","(28, 1)",,,,,,,,,,,,,,,,,,
1088,"(0, 1)","(10, 1)",,,,,,,,,,,,,,,,,,,
1089,"(6, 1)","(12, 5)","(13, 1)","(52, 1)",,,,,,,,,,,,,,,,,
1090,"(15, 1)","(39, 1)",,,,,,,,,,,,,,,,,,,
1091,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1092,"(7, 2)",,,,,,,,,,,,,,,,,,,,
1093,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1094,"(10, 1)",,,,,,,,,,,,,,,,,,,,
1095,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1096,"(7, 1)","(13, 1)",,,,,,,,,,,,,,,,,,,
1097,"(1, 1)","(6, 4)","(7, 1)","(30, 2)",,,,,,,,,,,,,,,,,
1098,"(4, 2)","(6, 3)","(7, 1)","(12, 3)","(15, 2)",,,,,,,,,,,,,,,,
1099,"(1, 1)","(6, 18)","(10, 4)","(28, 1)",,,,,,,,,,,,,,,,,
1100,"(4, 5)","(6, 32)","(7, 1)","(10, 5)","(15, 1)","(31, 2)",,,,,,,,,,,,,,,
1101,"(4, 4)","(6, 1)","(7, 4)","(13, 1)","(17, 1)",,,,,,,,,,,,,,,,
1102,"(7, 1)",,,,,,,,,,,,,,,,,,,,
1103,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1104,"(10, 2)",,,,,,,,,,,,,,,,,,,,
1105,"(10, 2)",,,,,,,,,,,,,,,,,,,,
1106,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1107,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1108,"(6, 2)","(23, 1)",,,,,,,,,,,,,,,,,,,
1109,"(30, 1)",,,,,,,,,,,,,,,,,,,,
1110,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1111,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1112,"(10, 2)",,,,,,,,,,,,,,,,,,,,
1113,"(4, 1)",,,,,,,,,,,,,,,,,,,,
1114,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1115,"(10, 1)",,,,,,,,,,,,,,,,,,,,
1116,"(10, 1)",,,,,,,,,,,,,,,,,,,,
1117,"(6, 1)","(7, 1)","(10, 1)","(19, 6)",,,,,,,,,,,,,,,,,
1118,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1119,"(6, 2)","(10, 1)",,,,,,,,,,,,,,,,,,,
1120,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1121,"(1, 1)","(7, 1)","(10, 4)","(12, 16)","(17, 2)",,,,,,,,,,,,,,,,
1122,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1123,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1124,"(12, 1)",,,,,,,,,,,,,,,,,,,,
1125,"(10, 1)",,,,,,,,,,,,,,,,,,,,
1126,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1127,"(6, 1)","(7, 1)",,,,,,,,,,,,,,,,,,,
1128,"(10, 1)",,,,,,,,,,,,,,,,,,,,
1129,"(4, 1)","(6, 1)","(34, 5)",,,,,,,,,,,,,,,,,,
1130,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1131,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1132,"(4, 2)","(12, 1)",,,,,,,,,,,,,,,,,,,
1133,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1134,"(7, 2)","(10, 1)","(17, 1)",,,,,,,,,,,,,,,,,,
1135,"(4, 1)",,,,,,,,,,,,,,,,,,,,
1136,"(4, 1)","(6, 4)","(39, 2)",,,,,,,,,,,,,,,,,,
1137,"(6, 1)","(10, 4)",,,,,,,,,,,,,,,,,,,
1138,"(9, 1)",,,,,,,,,,,,,,,,,,,,
1139,"(4, 1)","(13, 2)",,,,,,,,,,,,,,,,,,,
1140,"(0, 1)","(6, 3)","(7, 1)","(10, 2)","(17, 1)","(31, 1)","(58, 1)",,,,,,,,,,,,,,
1141,"(6, 1)","(10, 1)","(12, 1)",,,,,,,,,,,,,,,,,,
1142,"(10, 3)","(12, 2)","(17, 1)",,,,,,,,,,,,,,,,,,
1143,"(6, 4)","(28, 1)",,,,,,,,,,,,,,,,,,,
1144,"(6, 1)",,,,,,,,,,,,,,,,,,,,
1145,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1146,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1147,"(64, 1)",,,,,,,,,,,,,,,,,,,,
1148,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1149,"(7, 1)","(12, 5)","(20, 1)",,,,,,,,,,,,,,,,,,
1150,"(10, 1)","(12, 1)",,,,,,,,,,,,,,,,,,,
1151,"(10, 1)",,,,,,,,,,,,,,,,,,,,
1152,"(6, 1)","(7, 6)","(10, 2)","(17, 1)",,,,,,,,,,,,,,,,,
1153,"(4, 2)",,,,,,,,,,,,,,,,,,,,
1154,"(4, 7)","(6, 2)","(7, 19)","(10, 9)","(12, 67)","(13, 1)","(14, 2)","(15, 1)","(17, 5)","(22, 1)","(93, 1)",,,,,,,,,,
1155,"(7, 1)","(15, 3)",,,,,,,,,,,,,,,,,,,
1156,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1157,"(4, 1)",,,,,,,,,,,,,,,,,,,,
1158,"(10, 1)",,,,,,,,,,,,,,,,,,,,
1159,"(6, 2)","(10, 1)",,,,,,,,,,,,,,,,,,,
1160,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1161,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1162,"(4, 1)","(6, 3)","(7, 1)","(12, 2)",,,,,,,,,,,,,,,,,
1163,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1164,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1165,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1166,"(10, 1)",,,,,,,,,,,,,,,,,,,,
1167,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1168,"(10, 1)",,,,,,,,,,,,,,,,,,,,
1169,"(10, 1)",,,,,,,,,,,,,,,,,,,,
1170,"(12, 1)",,,,,,,,,,,,,,,,,,,,
1171,"(7, 1)","(10, 1)",,,,,,,,,,,,,,,,,,,
1172,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1173,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1174,"(10, 2)",,,,,,,,,,,,,,,,,,,,
1175,"(4, 1)",,,,,,,,,,,,,,,,,,,,
1176,"(10, 1)",,,,,,,,,,,,,,,,,,,,
1177,"(0, 1)","(1, 11)","(6, 24)","(7, 1)","(10, 1)","(12, 1)","(14, 1)","(34, 1)","(44, 1)",,,,,,,,,,,,
1178,"(10, 7)",,,,,,,,,,,,,,,,,,,,
1179,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1180,"(7, 1)","(10, 4)",,,,,,,,,,,,,,,,,,,
1181,"(7, 2)","(10, 3)","(23, 1)",,,,,,,,,,,,,,,,,,
1182,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1183,"(4, 1)",,,,,,,,,,,,,,,,,,,,
1184,"(5, 2)","(6, 7)","(7, 1)","(10, 1)","(14, 1)",,,,,,,,,,,,,,,,
1185,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1186,"(6, 4)","(10, 1)",,,,,,,,,,,,,,,,,,,
1187,"(10, 1)",,,,,,,,,,,,,,,,,,,,
1188,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1189,"(4, 3)","(10, 4)",,,,,,,,,,,,,,,,,,,
1190,"(6, 1)",,,,,,,,,,,,,,,,,,,,
1191,"(6, 1)","(10, 1)","(17, 1)",,,,,,,,,,,,,,,,,,
1192,"(7, 1)","(22, 1)",,,,,,,,,,,,,,,,,,,
1193,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1194,"(4, 1)","(7, 4)","(10, 1)",,,,,,,,,,,,,,,,,,
1195,"(10, 2)",,,,,,,,,,,,,,,,,,,,
1196,"(7, 2)","(10, 3)","(15, 2)","(17, 1)","(30, 1)",,,,,,,,,,,,,,,,
1197,"(4, 1)","(7, 3)","(10, 1)",,,,,,,,,,,,,,,,,,
1198,"(7, 1)","(114, 1)",,,,,,,,,,,,,,,,,,,
1199,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1200,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1201,"(10, 1)",,,,,,,,,,,,,,,,,,,,
1202,"(4, 1)","(5, 2)","(6, 1)","(10, 5)","(12, 1)","(58, 1)",,,,,,,,,,,,,,,
1203,"(20, 1)",,,,,,,,,,,,,,,,,,,,
1204,"(4, 1)","(6, 2)","(7, 1)",,,,,,,,,,,,,,,,,,
1205,"(7, 3)","(17, 2)",,,,,,,,,,,,,,,,,,,
1206,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1207,"(8, 1)","(12, 1)",,,,,,,,,,,,,,,,,,,
1208,"(6, 3)","(15, 2)",,,,,,,,,,,,,,,,,,,
1209,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1210,"(12, 1)",,,,,,,,,,,,,,,,,,,,
1211,"(10, 1)","(12, 2)","(13, 2)","(17, 1)",,,,,,,,,,,,,,,,,
1212,"(1, 1)",,,,,,,,,,,,,,,,,,,,
1213,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1214,"(0, 1)","(12, 1)",,,,,,,,,,,,,,,,,,,
1215,"(10, 1)","(24, 1)",,,,,,,,,,,,,,,,,,,
1216,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1217,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1218,"(3, 1)","(4, 1)","(6, 1)","(7, 1)","(10, 2)","(12, 2)","(20, 4)","(39, 1)",,,,,,,,,,,,,
1219,"(10, 1)",,,,,,,,,,,,,,,,,,,,
1220,"(10, 1)",,,,,,,,,,,,,,,,,,,,
1221,"(13, 2)","(28, 1)",,,,,,,,,,,,,,,,,,,
1222,"(4, 1)","(6, 7)",,,,,,,,,,,,,,,,,,,
1223,"(10, 1)","(20, 1)",,,,,,,,,,,,,,,,,,,
1224,"(7, 1)",,,,,,,,,,,,,,,,,,,,
1225,"(4, 1)","(10, 1)","(34, 3)",,,,,,,,,,,,,,,,,,
1226,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1227,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1228,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1229,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1230,"(10, 2)",,,,,,,,,,,,,,,,,,,,
1231,"(4, 2)",,,,,,,,,,,,,,,,,,,,
1232,"(6, 4)","(28, 1)",,,,,,,,,,,,,,,,,,,
1233,"(10, 1)",,,,,,,,,,,,,,,,,,,,
1234,"(10, 2)",,,,,,,,,,,,,,,,,,,,
1235,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1236,"(6, 1)","(7, 1)",,,,,,,,,,,,,,,,,,,
1237,"(6, 2)","(7, 1)","(15, 2)",,,,,,,,,,,,,,,,,,
1238,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1239,"(10, 1)",,,,,,,,,,,,,,,,,,,,
1240,"(6, 1)",,,,,,,,,,,,,,,,,,,,
1241,"(17, 1)",,,,,,,,,,,,,,,,,,,,
1242,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1243,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1244,"(17, 1)",,,,,,,,,,,,,,,,,,,,
1245,"(10, 2)",,,,,,,,,,,,,,,,,,,,
1246,"(67, 1)",,,,,,,,,,,,,,,,,,,,
1247,"(4, 1)","(7, 1)","(10, 1)","(28, 1)",,,,,,,,,,,,,,,,,
1248,"(6, 2)","(10, 2)","(13, 1)",,,,,,,,,,,,,,,,,,
1249,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1250,"(6, 2)","(14, 1)","(28, 5)",,,,,,,,,,,,,,,,,,
1251,"(1, 1)","(4, 1)","(6, 3)","(7, 1)","(10, 1)","(17, 1)","(28, 1)","(34, 1)","(58, 1)",,,,,,,,,,,,
1252,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1253,"(10, 2)",,,,,,,,,,,,,,,,,,,,
1254,"(4, 1)","(6, 1)","(12, 1)",,,,,,,,,,,,,,,,,,
1255,"(6, 2)","(7, 5)","(10, 2)","(13, 14)","(17, 3)",,,,,,,,,,,,,,,,
1256,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1257,"(6, 2)","(15, 1)",,,,,,,,,,,,,,,,,,,
1258,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1259,"(6, 2)","(10, 1)",,,,,,,,,,,,,,,,,,,
1260,"(17, 1)",,,,,,,,,,,,,,,,,,,,
1261,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1262,"(10, 1)",,,,,,,,,,,,,,,,,,,,
1263,"(30, 1)",,,,,,,,,,,,,,,,,,,,
1264,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1265,"(6, 1)",,,,,,,,,,,,,,,,,,,,
1266,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1267,"(10, 4)",,,,,,,,,,,,,,,,,,,,
1268,"(10, 2)",,,,,,,,,,,,,,,,,,,,
1269,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1270,"(28, 1)",,,,,,,,,,,,,,,,,,,,
1271,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1272,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1273,"(4, 1)","(6, 1)","(12, 1)","(14, 1)",,,,,,,,,,,,,,,,,
1274,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1275,"(10, 1)",,,,,,,,,,,,,,,,,,,,
1276,"(12, 2)",,,,,,,,,,,,,,,,,,,,
1277,"(4, 3)","(10, 1)",,,,,,,,,,,,,,,,,,,
1278,"(4, 1)","(7, 1)","(10, 1)",,,,,,,,,,,,,,,,,,
1279,"(10, 1)","(20, 2)",,,,,,,,,,,,,,,,,,,
1280,"(10, 1)","(17, 1)",,,,,,,,,,,,,,,,,,,
1281,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1282,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1283,"(10, 2)",,,,,,,,,,,,,,,,,,,,
1284,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1285,"(3, 1)","(53, 1)",,,,,,,,,,,,,,,,,,,
1286,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1287,"(10, 3)","(17, 1)",,,,,,,,,,,,,,,,,,,
1288,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1289,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1290,"(10, 1)",,,,,,,,,,,,,,,,,,,,
1291,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1292,"(7, 1)",,,,,,,,,,,,,,,,,,,,
1293,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1294,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1295,"(6, 2)","(10, 1)",,,,,,,,,,,,,,,,,,,
1296,"(13, 1)","(17, 1)",,,,,,,,,,,,,,,,,,,
1297,"(20, 1)",,,,,,,,,,,,,,,,,,,,
1298,"(10, 3)",,,,,,,,,,,,,,,,,,,,
1299,"(10, 2)","(12, 2)",,,,,,,,,,,,,,,,,,,
1300,"(10, 1)",,,,,,,,,,,,,,,,,,,,
1301,"(10, 3)",,,,,,,,,,,,,,,,,,,,
1302,"(7, 4)","(12, 3)","(15, 1)","(17, 1)","(28, 1)","(48, 1)",,,,,,,,,,,,,,,
1303,"(4, 1)","(10, 6)","(12, 1)","(13, 1)","(14, 6)","(15, 1)",,,,,,,,,,,,,,,
1304,"(13, 1)","(17, 1)",,,,,,,,,,,,,,,,,,,
1305,"(6, 2)","(10, 3)",,,,,,,,,,,,,,,,,,,
1306,"(10, 3)","(20, 1)",,,,,,,,,,,,,,,,,,,
1307,"(0, 2)","(6, 1)","(7, 3)","(9, 1)","(10, 2)","(12, 1)","(34, 3)",,,,,,,,,,,,,,
1308,"(6, 3)","(7, 4)","(10, 1)","(12, 3)",,,,,,,,,,,,,,,,,
1309,"(7, 1)","(14, 1)","(20, 4)",,,,,,,,,,,,,,,,,,
1310,"(4, 2)","(6, 6)","(7, 1)","(10, 4)","(14, 1)","(18, 1)",,,,,,,,,,,,,,,
1311,"(5, 1)","(6, 3)",,,,,,,,,,,,,,,,,,,
1312,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1313,"(4, 1)","(6, 5)","(10, 1)","(13, 8)","(15, 3)",,,,,,,,,,,,,,,,
1314,"(6, 1)","(10, 1)",,,,,,,,,,,,,,,,,,,
1315,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1316,"(10, 2)",,,,,,,,,,,,,,,,,,,,
1317,"(13, 1)","(17, 1)",,,,,,,,,,,,,,,,,,,
1318,"(84, 1)",,,,,,,,,,,,,,,,,,,,
1319,"(10, 1)",,,,,,,,,,,,,,,,,,,,
1320,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1321,"(10, 4)","(17, 1)",,,,,,,,,,,,,,,,,,,
1322,"(10, 1)",,,,,,,,,,,,,,,,,,,,
1323,"(10, 1)","(23, 1)",,,,,,,,,,,,,,,,,,,
1324,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1325,"(6, 1)",,,,,,,,,,,,,,,,,,,,
1326,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1327,"(4, 1)",,,,,,,,,,,,,,,,,,,,
1328,"(6, 1)","(7, 1)",,,,,,,,,,,,,,,,,,,
1329,"(10, 1)","(12, 2)","(17, 1)",,,,,,,,,,,,,,,,,,
1330,"(10, 1)",,,,,,,,,,,,,,,,,,,,
1331,"(6, 3)","(10, 1)",,,,,,,,,,,,,,,,,,,
1332,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1333,"(10, 2)",,,,,,,,,,,,,,,,,,,,
1334,"(6, 2)",,,,,,,,,,,,,,,,,,,,
1335,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1336,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1337,"(10, 1)",,,,,,,,,,,,,,,,,,,,
1338,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1339,"(10, 1)","(20, 1)",,,,,,,,,,,,,,,,,,,
1340,"(0, 1)","(12, 1)","(14, 1)","(20, 1)",,,,,,,,,,,,,,,,,
1341,"(10, 1)",,,,,,,,,,,,,,,,,,,,
1342,"(4, 1)",,,,,,,,,,,,,,,,,,,,
1343,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1344,"(0, 1)","(6, 2)",,,,,,,,,,,,,,,,,,,
1345,"(28, 1)",,,,,,,,,,,,,,,,,,,,
1346,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1347,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1348,"(10, 1)",,,,,,,,,,,,,,,,,,,,
1349,"(1, 2)","(4, 2)",,,,,,,,,,,,,,,,,,,
1350,"(4, 7)","(7, 15)","(10, 4)","(12, 1)","(15, 1)","(17, 5)","(20, 4)","(28, 1)",,,,,,,,,,,,,
1351,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1352,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1353,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1354,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1355,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1356,"(10, 1)",,,,,,,,,,,,,,,,,,,,
1357,"(7, 1)","(20, 1)",,,,,,,,,,,,,,,,,,,
1358,"(6, 1)",,,,,,,,,,,,,,,,,,,,
1359,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1360,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1361,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1362,"(15, 2)","(28, 1)",,,,,,,,,,,,,,,,,,,
1363,"(6, 2)","(7, 1)","(10, 2)","(14, 1)","(15, 1)","(22, 1)",,,,,,,,,,,,,,,
1364,"(0, 9)","(1, 1)","(3, 1)","(4, 1)","(6, 2)","(7, 3)","(9, 1)","(10, 5)","(14, 1)","(15, 1)","(17, 1)","(30, 2)","(40, 1)","(57, 1)",,,,,,,
1365,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1366,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1367,"(10, 1)",,,,,,,,,,,,,,,,,,,,
1368,"(4, 3)",,,,,,,,,,,,,,,,,,,,
1369,"(0, 1)","(5, 1)","(6, 4)","(10, 1)","(12, 1)","(80, 1)",,,,,,,,,,,,,,,
1370,"(4, 2)","(6, 4)","(7, 1)","(13, 2)",,,,,,,,,,,,,,,,,
1371,"(4, 1)","(6, 2)","(7, 1)","(15, 1)",,,,,,,,,,,,,,,,,
1372,"(4, 1)","(7, 2)","(10, 4)","(20, 1)",,,,,,,,,,,,,,,,,
1373,"(10, 2)",,,,,,,,,,,,,,,,,,,,
1374,"(7, 1)","(10, 2)",,,,,,,,,,,,,,,,,,,
1375,"(10, 1)",,,,,,,,,,,,,,,,,,,,
1376,"(6, 2)",,,,,,,,,,,,,,,,,,,,
1377,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1378,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1379,"(6, 1)",,,,,,,,,,,,,,,,,,,,
1380,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1381,"(6, 2)","(7, 1)","(20, 1)",,,,,,,,,,,,,,,,,,
1382,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1383,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1384,"(10, 3)",,,,,,,,,,,,,,,,,,,,
1385,"(20, 1)",,,,,,,,,,,,,,,,,,,,
1386,"(17, 1)",,,,,,,,,,,,,,,,,,,,
1387,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1388,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1389,"(10, 1)",,,,,,,,,,,,,,,,,,,,
1390,"(1, 1)","(4, 2)","(7, 1)","(12, 4)",,,,,,,,,,,,,,,,,
1391,"(4, 1)","(10, 1)","(20, 1)","(40, 1)",,,,,,,,,,,,,,,,,
1392,"(7, 2)","(20, 2)",,,,,,,,,,,,,,,,,,,
1393,"(10, 2)","(12, 2)","(13, 1)","(34, 1)",,,,,,,,,,,,,,,,,
1394,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1395,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1396,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1397,"(4, 1)","(10, 4)","(13, 8)","(17, 3)",,,,,,,,,,,,,,,,,
1398,"(10, 2)","(12, 1)",,,,,,,,,,,,,,,,,,,
1399,"(20, 1)",,,,,,,,,,,,,,,,,,,,
1400,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1401,"(7, 1)","(10, 1)",,,,,,,,,,,,,,,,,,,
1402,"(20, 4)","(115, 2)",,,,,,,,,,,,,,,,,,,
1403,"(7, 1)","(10, 1)","(31, 1)",,,,,,,,,,,,,,,,,,
1404,"(12, 1)",,,,,,,,,,,,,,,,,,,,
1405,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1406,"(20, 1)",,,,,,,,,,,,,,,,,,,,
1407,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1408,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1409,"(6, 1)",,,,,,,,,,,,,,,,,,,,
1410,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1411,"(28, 3)",,,,,,,,,,,,,,,,,,,,
1412,"(1, 2)","(6, 4)","(7, 1)","(10, 1)","(14, 1)",,,,,,,,,,,,,,,,
1413,"(4, 1)","(7, 1)","(12, 4)",,,,,,,,,,,,,,,,,,
1414,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1415,"(7, 1)","(15, 1)",,,,,,,,,,,,,,,,,,,
1416,"(0, 2)",,,,,,,,,,,,,,,,,,,,
1417,"(12, 1)",,,,,,,,,,,,,,,,,,,,
1418,"(6, 1)","(20, 3)",,,,,,,,,,,,,,,,,,,
1419,"(4, 1)","(7, 1)","(10, 1)","(17, 1)",,,,,,,,,,,,,,,,,
1420,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1421,"(4, 6)","(6, 1)","(7, 14)","(10, 9)","(12, 22)","(14, 1)","(17, 3)","(73, 1)",,,,,,,,,,,,,
1422,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1423,"(7, 2)",,,,,,,,,,,,,,,,,,,,
1424,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1425,"(28, 1)",,,,,,,,,,,,,,,,,,,,
1426,"(10, 2)","(34, 1)",,,,,,,,,,,,,,,,,,,
1427,"(10, 1)",,,,,,,,,,,,,,,,,,,,
1428,"(6, 1)","(7, 1)","(10, 8)","(20, 1)",,,,,,,,,,,,,,,,,
1429,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1430,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1431,"(10, 1)",,,,,,,,,,,,,,,,,,,,
1432,"(4, 1)","(10, 1)",,,,,,,,,,,,,,,,,,,
1433,"(17, 1)",,,,,,,,,,,,,,,,,,,,
1434,"(10, 1)",,,,,,,,,,,,,,,,,,,,
1435,"(28, 1)",,,,,,,,,,,,,,,,,,,,
1436,"(10, 1)",,,,,,,,,,,,,,,,,,,,
1437,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1438,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1439,"(0, 1)",,,,,,,,,,,,,,,,,,,,
1440,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1441,"(14, 1)","(20, 1)",,,,,,,,,,,,,,,,,,,
1442,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1443,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1444,"(10, 1)",,,,,,,,,,,,,,,,,,,,
1445,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1446,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1447,"(6, 2)","(7, 1)","(10, 2)",,,,,,,,,,,,,,,,,,
1448,"(6, 1)","(7, 5)","(10, 10)","(13, 29)","(17, 7)",,,,,,,,,,,,,,,,
1449,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1450,"(4, 1)","(6, 4)","(10, 3)",,,,,,,,,,,,,,,,,,
1451,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1452,"(10, 1)",,,,,,,,,,,,,,,,,,,,
1453,"(12, 1)",,,,,,,,,,,,,,,,,,,,
1454,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1455,"(30, 1)",,,,,,,,,,,,,,,,,,,,
1456,"(10, 2)",,,,,,,,,,,,,,,,,,,,
